,share_name_index,contry,Industry,Market_Cap,P_E,Avg_Volume,EPS_this_Y,EPS_next_Y,rating,Global_Company_Size,Founded,Revenue,Recommend_to_friend,Approve_of_CEO
6418,SUN [NYSE],USA,Oil & Gas Refining & Marketing,3.04B,98.07,415.45K,-42.70%,-16.62%,3.3,1001 to 5000 Employees,1996,$100 to $500 million (USD),0,100
6420,SUNW [NASD],USA,Solar,256.99M,-1,3.03M,-50.50%,85.70%,1,51 to 200 Employees,1996,$100 to $500 million (USD),0,100
6421,SUP [NYSE],USA,Auto Parts,218.62M,-1,250.21K,-112.10%,130.00%,3.8,1001 to 5000 Employees,1957,$500 million to $1 billion (USD),81,100
6422,SUPN [NASD],USA,Drug Manufacturers - Specialty & Generic,1.74B,-1,514.25K,12.60%,25.73%,3.2,201 to 500 Employees,1996,$100 to $500 million (USD),62,89
6424,SURF [NASD],USA,Biotechnology,322.08M,15.52,1.52M,179.10%,100.64%,5,51 to 200 Employees,2014,$100 to $500 million (USD),100,100
6433,SVBI [NASD],USA,Banks - Regional,155.99M,-1,14.76K,-18.90%,0.00%,2.1,51 to 200 Employees,1990,$25 to $50 million (USD),0,100
6439,SVM [AMEX],Canada,Silver,1.04B,-1,1.15M,-33.00%,15.51%,2.5,1001 to 5000 Employees,1996,$100 to $500 million (USD),100,100
6446,SVT [AMEX],USA,Electrical Equipment & Parts,21.65M,-1,4.67K,-95.90%,0.00%,2.1,201 to 500 Employees,1959,$25 to $50 million (USD),20,22
6450,SWAV [NASD],USA,Medical Devices,6.38B,-1,424.81K,7.10%,109.20%,3.9,51 to 200 Employees,2012,$100 to $500 million (USD),75,92
6451,SWBI [NASD],USA,Aerospace & Defense,1.23B,1306.74,1.52M,435.25%,38.78%,3.4,1001 to 5000 Employees,1852,$500 million to $1 billion (USD),55,0
6456,SWI [NYSE],USA,Software - Infrastructure,5.37B,92.1,930.01K,742.30%,11.39%,3.7,1001 to 5000 Employees,1999,$500 million to $1 billion (USD),67,92
6457,SWIM [NASD],USA,Building Products & Equipment,3.51B,77.46,774.13K,114.30%,33.19%,4.3,1001 to 5000 Employees,1972,$2 to $5 billion (USD),89,98
6458,SWIR [NASD],Canada,Communication Equipment,565.99M,-1,202.63K,6.60%,115.70%,3.5,1001 to 5000 Employees,1993,$500 million to $1 billion (USD),62,68
6459,"SWK [NYSE, S&P 500]",USA,Tools & Accessories,31.58B,-1,1.15M,22.30%,8.97%,3.7,10000+ Employees,1843,$10+ billion (USD),69,80
6460,"SWKS [NASD, S&P 500]",USA,Semiconductors,27.51B,23.27,1.83M,-2.90%,5.18%,3.7,5001 to 10000 Employees,1962,$2 to $5 billion (USD),73,78
6461,SWM [NYSE],USA,Paper & Paper Products,1.21B,15.52,144.33K,-1.70%,18.02%,3.4,1001 to 5000 Employees,1995,$1 to $2 billion (USD),70,88
6462,SWN [NYSE],USA,Oil & Gas E&P,3.28B,14.61,14.52M,425.10%,38.78%,3.2,1001 to 5000 Employees,1929,$2 to $5 billion (USD),37,5
6463,SWTX [NASD],USA,Biotechnology,4.02B,9.89,266.06K,10.50%,38.78%,5,51 to 200 Employees,1996,$100 to $500 million (USD),100,100
6464,SWX [NYSE],USA,Utilities - Regulated Gas,3.63B,-1,446.46K,5.20%,2.74%,3.9,1001 to 5000 Employees,1931,$2 to $5 billion (USD),75,83
6466,SXC [NYSE],USA,Coking Coal,571.11M,-1,973.69K,102.20%,4.30%,3.9,1001 to 5000 Employees,1996,$1 to $2 billion (USD),64,64
6467,SXI [NYSE],USA,Specialty Industrial Machinery,1.12B,-1,44.86K,-15.60%,9.20%,3.6,5001 to 10000 Employees,1955,$1 to $2 billion (USD),57,81
6469,SXT [NYSE],USA,Specialty Chemicals,3.65B,14.79,224.50K,33.30%,12.34%,4.1,1001 to 5000 Employees,1882,$1 to $2 billion (USD),84,88
6472,SYBT [NASD],USA,Banks - Regional,1.16B,-1,52.96K,10.60%,38.78%,3.6,201 to 500 Employees,1904,$100 to $500 million (USD),63,81
6473,SYBX [NASD],USA,Biotechnology,222.78M,2,507.96K,2.70%,14.40%,3.4,1 to 50 Employees,1996,$1 to $5 million (USD),56,75
6474,"SYF [NYSE, S&P 500]",USA,Credit Services,26.63B,17.11,6.05M,59.20%,38.78%,4.1,10000+ Employees,2014,$10+ billion (USD),81,97
6476,SYKE [NASD],USA,Information Technology Services,2.11B,-1,116.56K,-9.10%,11.17%,3.4,10000+ Employees,1977,$2 to $5 billion (USD),62,78
6480,TA [NASD],USA,Specialty Retail,410.54M,46.48,125.00K,-131.70%,234.05%,3,10000+ Employees,1972,$5 to $10 billion (USD),38,69
6481,TAC [NYSE],Canada,Utilities - Independent Power Producers,2.56B,18.38,210.51K,-764.90%,177.80%,2.6,1001 to 5000 Employees,1911,$1 to $2 billion (USD),35,100
6483,TACO [NASD],USA,Restaurants,358.74M,-1,322.15K,24.40%,15.38%,3.4,10000+ Employees,1962,$2 to $5 billion (USD),53,69
6484,TACT [NASD],USA,Computer Hardware,119.73M,-1,15.84K,-34.70%,91.80%,2.6,51 to 200 Employees,1996,$50 to $100 million (USD),37,22
6487,TAK [NYSE],Japan,Drug Manufacturers - Specialty & Generic,52.18B,19.16,2.43M,507.70%,38.78%,3.9,10000+ Employees,1781,$10+ billion (USD),80,91
6488,TAL [NYSE],China,Education & Training Services,15.34B,-1,11.06M,-2.50%,99.59%,3.1,10000+ Employees,2003,$100 to $500 million (USD),40,64
6489,TALO [NYSE],USA,Oil & Gas E&P,1.35B,-1,618.55K,-737.50%,160.80%,4.3,51 to 200 Employees,1996,$100 to $500 million (USD),82,100
6494,"TAP [NYSE, S&P 500]",USA,Beverages - Brewers,11.92B,-1,2.13M,-492.80%,8.62%,3.7,10000+ Employees,1774,$2 to $5 billion (USD),63,68
6496,TARO [NYSE],Israel,Drug Manufacturers - Specialty & Generic,2.79B,-1,25.85K,-259.30%,14.25%,2.4,1001 to 5000 Employees,1950,$2 to $5 billion (USD),21,22
6498,TAST [NASD],USA,Restaurants,295.00M,-1,312.93K,21.00%,300.00%,3.3,10000+ Employees,1960,$500 million to $1 billion (USD),60,63
6499,TATT [NASD],Israel,Aerospace & Defense,52.85M,12.81,27.78K,-345.30%,0.00%,3,501 to 1000 Employees,1996,$100 to $500 million (USD),35,81
6501,TAYD [NASD],USA,Specialty Industrial Machinery,42.37M,-1,5.34K,-19.30%,0.00%,2.5,51 to 200 Employees,1996,$25 to $50 million (USD),17,100
6503,TBBK [NASD],USA,Banks - Regional,1.30B,-1,822.08K,54.30%,15.19%,3.4,501 to 1000 Employees,1999,$100 to $500 million (USD),57,82
6506,TBI [NYSE],USA,Staffing & Employment Services,988.32M,14.35,190.10K,-348.80%,22.07%,3.6,5001 to 10000 Employees,1989,$2 to $5 billion (USD),64,75
6507,TBIO [NASD],USA,Biotechnology,1.40B,11.35,1.10M,63.80%,14.00%,4,51 to 200 Employees,2011,Less than $1 million (USD),66,80
6508,TBK [NASD],USA,Banks - Regional,1.79B,-1,161.42K,12.70%,-7.14%,3.7,51 to 200 Employees,1996,$100 to $500 million (USD),100,100
6509,TBLT [NASD],USA,Tools & Accessories,62.57M,-1,3.08M,-67.00%,20.00%,1.7,51 to 200 Employees,1996,$100 to $500 million (USD),17,100
6511,TBPH [NASD],Cayman Islands,Biotechnology,1.13B,14.35,283.93K,-4.90%,32.80%,3.3,201 to 500 Employees,1996,$5 to $10 million (USD),62,77
6517,TCBI [NASD],USA,Banks - Regional,3.11B,-1,1.08M,81.24%,38.78%,3.1,1001 to 5000 Employees,1998,$100 to $500 million (USD),40,20
6518,TCBK [NASD],USA,Banks - Regional,1.26B,-1,93.15K,32.14%,38.78%,3.4,501 to 1000 Employees,1975,$100 to $500 million (USD),66,85
6519,TCDA [NASD],USA,Drug Manufacturers - Specialty & Generic,244.29M,-1,361.19K,-42.30%,10.70%,3.9,51 to 200 Employees,2013,$100 to $500 million (USD),74,100
6520,TCF [NASD],USA,Banks - Regional,6.90B,24.26,1.73M,40.20%,38.78%,3.6,5001 to 10000 Employees,1996,$1 to $2 billion (USD),59,79
6521,TCFC [NASD],USA,Banks - Regional,205.10M,13.57,25.10K,-0.30%,-8.51%,3.7,10000+ Employees,1889,$5 to $10 billion (USD),76,91
6524,TCMD [NASD],USA,Medical Devices,982.13M,-1,124.30K,-105.70%,90.00%,4.1,501 to 1000 Employees,1995,$100 to $500 million (USD),82,78
6528,TCRR [NASD],USA,Biotechnology,657.12M,-1,491.98K,48.10%,-20.70%,4.6,1 to 50 Employees,1996,$100 to $500 million (USD),66,100
6529,TCS [NYSE],USA,Specialty Retail,606.22M,58.04,860.84K,296.30%,38.78%,3.9,5001 to 10000 Employees,1978,$500 million to $1 billion (USD),73,100
6532,TCX [NASD],Canada,Software - Infrastructure,825.63M,-1,36.63K,150.80%,0.00%,4,501 to 1000 Employees,1993,$100 to $500 million (USD),78,89
6533,TD [NYSE],Canada,Banks - Diversified,127.71B,-1,1.68M,2.90%,-1.60%,4,10000+ Employees,1855,$10+ billion (USD),79,88
6535,TDC [NYSE],USA,Information Technology Services,4.91B,-1,1.61M,760.00%,15.41%,3.8,10000+ Employees,1979,$2 to $5 billion (USD),72,82
6537,"TDG [NYSE, S&P 500]",USA,Aerospace & Defense,35.84B,11.25,276.71K,-37.00%,51.64%,3.5,5001 to 10000 Employees,2003,$2 to $5 billion (USD),56,83
6539,TDOC [NYSE],USA,Health Information Services,24.07B,-1,3.17M,289.54%,66.30%,4,1001 to 5000 Employees,2002,$100 to $500 million (USD),73,92
6540,TDS [NYSE],USA,Telecom Services,2.44B,12.33,1.02M,88.40%,1.59%,3.5,10000+ Employees,1969,$5 to $10 billion (USD),61,85
6548,TDUP [NASD],USA,Internet Retail,388.30M,-1,702.32K,-24.80%,57.10%,3.7,1001 to 5000 Employees,2009,$100 to $500 million (USD),71,79
6550,TDW [NYSE],USA,Oil & Gas Equipment & Services,535.18M,-1,167.92K,-31.10%,39.50%,3.3,5001 to 10000 Employees,1956,$100 to $500 million (USD),74,100
6551,"TDY [NYSE, S&P 500]",USA,Scientific & Technical Instruments,15.58B,-1,312.21K,-1.20%,22.27%,3.3,5001 to 10000 Employees,1999,$2 to $5 billion (USD),55,65
6553,TEAM [NASD],Australia,Software - Application,65.15B,27.3,1.46M,46.40%,8.43%,4.6,5001 to 10000 Employees,2002,$100 to $500 million (USD),93,96
6555,TECH [NASD],USA,Biotechnology,16.49B,-1,252.95K,135.60%,16.34%,3.5,1001 to 5000 Employees,1976,$500 million to $1 billion (USD),70,69
6556,TECK [NYSE],Canada,Other Industrial Metals & Mining,10.86B,-1,5.64M,-49.60%,8.70%,4.1,5001 to 10000 Employees,1996,$5 to $10 billion (USD),84,91
6560,TEF [NYSE],Spain,Telecom Services,26.93B,11.56,1.64M,62.00%,7.93%,4,10000+ Employees,1924,$10+ billion (USD),83,90
6563,"TEL [NYSE, S&P 500]",Switzerland,Electronic Components,42.63B,-1,1.65M,-113.60%,9.77%,3.7,10000+ Employees,2007,$10+ billion (USD),74,86
6565,TELL [NASD],USA,Oil & Gas E&P,1.63B,-1,14.29M,-13.40%,78.60%,2.8,51 to 200 Employees,1971,$100 to $500 million (USD),30,53
6566,TEN [NYSE],USA,Auto Parts,1.66B,40.94,1.74M,-352.70%,27.56%,3.2,1001 to 5000 Employees,1940,$10+ billion (USD),58,64
6567,TENB [NASD],USA,Software - Infrastructure,4.57B,19.12,1.00M,59.00%,42.86%,4.1,1001 to 5000 Employees,2002,$100 to $500 million (USD),83,91
6569,TEO [NYSE],Argentina,Telecom Services,1.29B,-1,577.76K,4.70%,150.00%,3.7,10000+ Employees,1996,$10+ billion (USD),75,90
6571,"TER [NASD, S&P 500]",USA,Semiconductor Equipment & Materials,20.74B,-1,1.55M,64.50%,7.92%,4.4,1001 to 5000 Employees,1960,$2 to $5 billion (USD),95,99
6574,TESS [NASD],USA,Communication Equipment,62.04M,-1,21.14K,-490.70%,28.30%,3.2,501 to 1000 Employees,1982,$500 million to $1 billion (USD),49,52
6576,TEVA [NYSE],Israel,Drug Manufacturers - Specialty & Generic,10.93B,-1,7.48M,-297.90%,5.59%,3.7,10000+ Employees,1901,$10+ billion (USD),71,90
6577,TEX [NYSE],USA,Farm & Heavy Construction Machinery,2.82B,-1,670.30K,-95.60%,48.68%,3.5,10000+ Employees,1986,$2 to $5 billion (USD),62,75
6578,"TFC [NYSE, S&P 500]",USA,Banks - Regional,70.83B,-1,5.84M,-17.10%,5.46%,3.8,10000+ Employees,2019,$100 to $500 million (USD),70,88
6584,TFSL [NASD],USA,Banks - Regional,5.61B,-1,205.86K,3.60%,38.78%,3.6,501 to 1000 Employees,1996,$100 to $500 million (USD),70,97
6585,"TFX [NYSE, S&P 500]",USA,Medical Instruments & Supplies,18.68B,-1,207.24K,-27.60%,16.75%,3.9,10000+ Employees,1943,$2 to $5 billion (USD),76,88
6586,TG [NYSE],USA,Specialty Chemicals,465.57M,-1,137.35K,-128.70%,0.00%,3.2,1001 to 5000 Employees,1989,$500 million to $1 billion (USD),48,28
6588,TGB [AMEX],Canada,Other Industrial Metals & Mining,535.12M,63.78,2.74M,57.10%,25.44%,3.5,201 to 500 Employees,1996,$100 to $500 million (USD),63,55
6589,TGH [NYSE],Bermuda,Rental & Leasing Services,1.56B,86.52,570.92K,37.90%,3.97%,3,51 to 200 Employees,1979,$500 million to $1 billion (USD),41,78
6590,TGI [NYSE],USA,Aerospace & Defense,1.29B,-1,792.18K,-21.00%,91.53%,2.9,10000+ Employees,1993,$2 to $5 billion (USD),47,36
6591,TGLS [NASD],Colombia,Building Products & Equipment,816.28M,17.58,539.65K,-5.40%,11.88%,3,1001 to 5000 Employees,1996,$100 to $500 million (USD),49,100
6593,TGP [NYSE],Bermuda,Oil & Gas Midstream,1.31B,13.61,167.07K,-54.30%,1.08%,3.7,5001 to 10000 Employees,1996,$100 to $500 million (USD),74,75
6594,TGS [NYSE],Argentina,Oil & Gas Midstream,712.22M,7.92,94.52K,8.01%,38.78%,3.8,501 to 1000 Employees,1996,$2 to $5 billion (USD),93,93
6596,TGTX [NASD],USA,Biotechnology,5.36B,7.18,1.43M,289.54%,37.20%,5,51 to 200 Employees,1996,$100 to $500 million (USD),100,100
6597,TH [NASD],USA,Oil & Gas Equipment & Services,376.47M,5.9,1.16M,-306.60%,-283.30%,2.7,201 to 500 Employees,1996,$100 to $500 million (USD),61,100
6599,THC [NYSE],USA,Medical Care Facilities,6.98B,49.24,1.04M,259.80%,9.88%,3.2,10000+ Employees,1968,$10+ billion (USD),50,46
6605,THG [NYSE],USA,Insurance - Property & Casualty,4.62B,-1,198.51K,-10.10%,11.94%,4.2,5001 to 10000 Employees,1852,$5 to $10 billion (USD),90,98
6606,THM [AMEX],Canada,Gold,196.69M,-1,187.23K,-16.60%,0.00%,3,1 to 50 Employees,1996,$1 to $5 million (USD),0,100
6608,THMO [NASD],USA,Medical Devices,32.33M,-1,330.83K,-22.40%,126.50%,2.5,51 to 200 Employees,1996,$10 to $25 million (USD),18,9
6609,THO [NYSE],USA,Recreational Vehicles,5.85B,-1,638.31K,-63.20%,8.72%,2.5,10000+ Employees,1996,$2 to $5 billion (USD),41,100
6611,THR [NYSE],USA,Specialty Industrial Machinery,560.37M,-1,117.34K,-90.30%,49.23%,2.7,201 to 500 Employees,1954,$50 to $100 million (USD),36,48
6612,THRM [NASD],USA,Auto Parts,2.22B,540.31,150.35K,23.10%,12.85%,3.9,10000+ Employees,1991,$500 million to $1 billion (USD),80,87
6613,THRY [NASD],USA,Internet Content & Information,1.10B,17.82,145.05K,21.60%,38.78%,3.6,1001 to 5000 Employees,2012,$2 to $5 billion (USD),61,76
6614,THS [NYSE],USA,Packaged Foods,2.60B,28.08,518.36K,116.70%,11.00%,3,10000+ Employees,2005,$5 to $10 billion (USD),45,62
6619,TIGO [NASD],Luxembourg,Telecom Services,4.03B,14.8,60.01K,-460.80%,116.22%,4.1,10000+ Employees,1990,$2 to $5 billion (USD),86,97
6622,TILE [NASD],USA,"Furnishings, Fixtures & Appliances",862.44M,-1,392.42K,-191.40%,15.27%,3.3,1001 to 5000 Employees,1973,$1 to $2 billion (USD),53,74
6624,TIMB [NYSE],Brazil,Telecom Services,6.22B,23.23,380.54K,-49.10%,0.00%,4.3,51 to 200 Employees,1965,$100 to $500 million (USD),78,71
6628,TIPT [NASD],USA,Insurance - Specialty,304.72M,15.68,465.30K,-308.10%,0.00%,3.2,201 to 500 Employees,1996,$100 to $500 million (USD),59,100
6633,TITN [NASD],USA,Industrial Distribution,660.54M,-1,240.61K,37.60%,16.76%,3.4,1001 to 5000 Employees,1980,$1 to $2 billion (USD),59,84
6635,"TJX [NYSE, S&P 500]",USA,Apparel Retail,75.30B,-1,6.28M,-97.20%,21.86%,3.7,10000+ Employees,1976,$10+ billion (USD),68,92
6636,TK [NYSE],Bermuda,Oil & Gas Integrated,371.00M,24.45,653.76K,73.40%,0.00%,3.7,5001 to 10000 Employees,1996,$100 to $500 million (USD),74,75
6638,TKC [NYSE],Turkey,Telecom Services,4.09B,-1,863.55K,71.30%,47.51%,4,10000+ Employees,1994,$10+ billion (USD),80,83
6639,TKR [NYSE],USA,Tools & Accessories,6.00B,-1,506.71K,-20.90%,12.60%,3.6,10000+ Employees,1899,$2 to $5 billion (USD),60,73
6640,TLC [NASD],Taiwan,Biotechnology,275.19M,-1,320.09K,40.90%,38.78%,3,51 to 200 Employees,1996,$100 to $500 million (USD),100,100
6641,TLGT [NASD],USA,Drug Manufacturers - Specialty & Generic,50.77M,-1,3.88M,-214.30%,-14.70%,2.5,51 to 200 Employees,1996,$50 to $100 million (USD),36,76
6643,TLIS [NASD],USA,Medical Devices,222.98M,-1,202.44K,-445.40%,52.20%,3.3,51 to 200 Employees,1996,$100 to $500 million (USD),61,100
6645,TLMD [NASD],USA,Medical Care Facilities,586.66M,-1,469.18K,85.80%,34.60%,3.3,201 to 500 Employees,2006,$25 to $50 million (USD),60,78
6646,TLND [NASD],France,Software - Infrastructure,2.13B,-1,509.97K,-25.50%,74.10%,4.1,1001 to 5000 Employees,2006,$100 to $500 million (USD),74,84
6647,TLRY [NASD],Canada,Drug Manufacturers - Specialty & Generic,7.63B,-1,25.06M,32.70%,79.30%,3,1001 to 5000 Employees,2014,$100 to $500 million (USD),37,36
6648,TLS [NASD],USA,Information Technology Services,2.30B,17.4,825.32K,127.70%,108.71%,4.4,501 to 1000 Employees,1993,$100 to $500 million (USD),98,99
6653,TLYS [NYSE],USA,Apparel Retail,476.47M,-1,212.72K,105.24%,38.78%,3.4,1001 to 5000 Employees,1982,$500 million to $1 billion (USD),57,83
6654,TM [NYSE],Japan,Auto Manufacturers,286.52B,-1,307.81K,10.40%,17.33%,3.9,10000+ Employees,1996,$100 to $500 million (USD),74,100
6657,TMCI [NASD],USA,Medical Devices,1.74B,12.76,416.35K,12.50%,0.00%,4.4,1 to 50 Employees,1996,Less than $1 million (USD),100,100
6659,TMDX [NASD],USA,Medical Devices,777.56M,14.91,561.78K,50.70%,46.70%,3.4,51 to 200 Employees,1998,$10 to $25 million (USD),66,88
6663,TMHC [NYSE],USA,Residential Construction,3.41B,-1,1.20M,289.54%,13.01%,4.5,1001 to 5000 Employees,2007,$5 to $10 million (USD),88,96
6666,"TMO [NYSE, S&P 500]",USA,Diagnostics & Research,189.53B,9.41,1.76M,73.80%,11.10%,3.8,10000+ Employees,1902,$10+ billion (USD),78,91
6667,TMP [AMEX],USA,Banks - Regional,1.17B,4.77,37.37K,3.20%,11.10%,4.1,1001 to 5000 Employees,1836,$100 to $500 million (USD),82,85
6670,TMST [NYSE],USA,Steel,589.10M,-1,1.01M,-44.00%,-6.36%,2.9,1001 to 5000 Employees,1996,$500 million to $1 billion (USD),50,8
6672,"TMUS [NASD, S&P 500]",USA,Telecom Services,181.86B,-1,4.29M,289.54%,49.43%,4,10000+ Employees,2001,$10+ billion (USD),79,90
6674,TMX [NYSE],USA,Personal Services,6.32B,66.5,573.43K,-84.10%,12.67%,3.7,10000+ Employees,1996,$1 to $2 billion (USD),59,73
6676,TNC [NYSE],USA,Specialty Industrial Machinery,1.47B,-1,68.56K,-27.10%,10.17%,3.4,1001 to 5000 Employees,1870,$1 to $2 billion (USD),62,62
6677,TNDM [NASD],USA,Medical Devices,5.82B,-1,681.78K,-33.20%,311.76%,3.9,1001 to 5000 Employees,2006,$100 to $500 million (USD),78,87
6678,TNET [NYSE],USA,Staffing & Employment Services,4.54B,144.4,226.76K,34.00%,16.38%,3.2,1001 to 5000 Employees,1988,$2 to $5 billion (USD),49,83
6679,TNK [NYSE],Canada,Oil & Gas Midstream,482.03M,30.93,399.14K,111.20%,146.70%,3.7,5001 to 10000 Employees,1996,$100 to $500 million (USD),74,75
6680,TNL [NYSE],USA,Travel Services,4.94B,-1,559.42K,-155.50%,54.62%,3.6,10000+ Employees,1996,$100 to $500 million (USD),51,80
6681,TNP [NYSE],Greece,Oil & Gas Midstream,149.06M,11.23,124.07K,49.10%,0.00%,4.3,1 to 50 Employees,1996,$100 to $500 million (USD),100,100
6682,TNXP [NASD],USA,Biotechnology,392.60M,-1,11.13M,97.10%,23.10%,4,1 to 50 Employees,1996,$1 to $5 million (USD),100,100
6685,TOL [NYSE],USA,Residential Construction,6.92B,-1,1.50M,-15.50%,43.34%,3.7,5001 to 10000 Employees,1967,$5 to $10 billion (USD),69,80
6687,TOMZ [NASD],USA,Pollution & Treatment Controls,49.90M,-1,116.45K,258.80%,0.00%,3.5,1 to 50 Employees,1979,$5 to $10 million (USD),62,100
6688,TOPS [NASD],Greece,Marine Shipping,65.13M,-1,2.08M,-99.50%,-105.60%,2.7,1 to 50 Employees,1996,$50 to $100 million (USD),0,0
6689,TOT [NYSE],France,Oil & Gas Integrated,127.01B,-1,2.01M,207.00%,12.80%,4,10000+ Employees,1924,$10+ billion (USD),83,93
6692,TOWN [NASD],USA,Banks - Regional,2.15B,-1,147.62K,4.60%,-22.82%,3.7,501 to 1000 Employees,1999,$5 to $10 million (USD),68,100
6694,TPB [NYSE],USA,Tobacco,802.77M,11.44,186.02K,143.60%,14.14%,3.4,201 to 500 Employees,1996,$100 to $500 million (USD),62,100
6695,TPC [NYSE],USA,Engineering & Construction,705.30M,-1,289.55K,-127.50%,10.93%,2.9,5001 to 10000 Employees,1894,$5 to $10 billion (USD),43,38
6697,TPH [NYSE],USA,Residential Construction,2.51B,-1,1.18M,48.20%,9.20%,3.7,1001 to 5000 Employees,1996,$2 to $5 billion (USD),65,88
6703,TR [NYSE],USA,Confectioners,2.10B,-1,261.39K,-7.90%,0.00%,2.9,1001 to 5000 Employees,1896,$500 million to $1 billion (USD),48,61
6704,TRC [NYSE],USA,Conglomerates,401.66M,-1,123.65K,-107.00%,0.00%,1.7,51 to 200 Employees,1936,$25 to $50 million (USD),0,100
6707,TREC [NYSE],USA,Specialty Chemicals,200.21M,-1,119.57K,-137.50%,0.00%,2.2,51 to 200 Employees,1996,$10 to $25 million (USD),49,100
6708,TREE [NASD],USA,Mortgage Finance,2.80B,-1,354.59K,-181.70%,189.29%,3.7,501 to 1000 Employees,1996,$100 to $500 million (USD),72,83
6709,TREX [NYSE],USA,Building Products & Equipment,11.10B,-1,692.79K,22.50%,18.08%,3.6,1001 to 5000 Employees,1996,$5 to $10 million (USD),73,91
6710,TRGP [NYSE],USA,Oil & Gas Midstream,10.02B,54.08,2.67M,-405.10%,30.64%,3.6,1001 to 5000 Employees,2006,$5 to $10 billion (USD),73,87
6711,TRHC [NASD],USA,Health Information Services,1.21B,24.85,215.03K,-136.00%,159.30%,3.4,1001 to 5000 Employees,2009,$100 to $500 million (USD),63,75
6712,TRI [NYSE],Canada,Consulting Services,48.17B,-1,448.73K,212.80%,26.85%,4.1,10000+ Employees,2008,$10+ billion (USD),82,85
6713,TRIB [NASD],Ireland,Diagnostics & Research,63.87M,110.09,310.23K,-79.30%,-8.57%,2.8,501 to 1000 Employees,1996,$50 to $100 million (USD),27,18
6714,TRIL [NASD],Canada,Biotechnology,1.01B,8.05,1.23M,-26.90%,28.10%,4.1,51 to 200 Employees,1996,$100 to $500 million (USD),71,100
6716,TRIP [NASD],USA,Travel Services,5.43B,-1,3.40M,-320.50%,3325.00%,3.8,1001 to 5000 Employees,2000,$1 to $2 billion (USD),71,76
6719,"TRMB [NASD, S&P 500]",USA,Scientific & Technical Instruments,19.58B,-1,1.44M,-24.00%,13.66%,4.1,10000+ Employees,1978,$2 to $5 billion (USD),84,95
6720,TRMD [NASD],United Kingdom,Oil & Gas Midstream,655.26M,7.25,42.76K,289.54%,417.60%,4.4,1001 to 5000 Employees,1889,$500 million to $1 billion (USD),95,100
6721,TRMK [NASD],USA,Banks - Regional,1.92B,15.93,197.42K,8.20%,11.10%,3.6,1001 to 5000 Employees,1968,$500 million to $1 billion (USD),81,98
6723,TRN [NYSE],USA,Railroads,2.77B,14.55,789.81K,-359.00%,115.04%,3.7,10000+ Employees,1933,$5 to $10 billion (USD),59,71
6726,TRNS [NASD],USA,Industrial Distribution,420.37M,-1,39.08K,-4.20%,22.96%,3.5,501 to 1000 Employees,1964,$100 to $500 million (USD),62,86
6727,"TROW [NASD, S&P 500]",USA,Asset Management,42.61B,22.35,1.05M,14.70%,4.11%,3.8,5001 to 10000 Employees,1937,$2 to $5 billion (USD),73,91
6728,TROX [NYSE],USA,Chemicals,3.10B,-1,1.29M,920.40%,27.58%,3.8,501 to 1000 Employees,2005,$100 to $500 million (USD),69,100
6729,TRP [NYSE],Canada,Oil & Gas Midstream,50.20B,-1,1.75M,11.00%,5.99%,3.9,5001 to 10000 Employees,1951,$10+ billion (USD),80,90
6731,TRS [NASD],USA,Specialty Industrial Machinery,1.30B,15.82,123.38K,-234.70%,-13.15%,2.7,1001 to 5000 Employees,2002,$500 million to $1 billion (USD),36,62
6732,TRST [NASD],USA,Banks - Regional,660.53M,-1,79.33K,-8.90%,5.26%,2.4,501 to 1000 Employees,1981,$100 to $500 million (USD),33,62
6733,TRT [AMEX],USA,Semiconductor Equipment & Materials,19.62M,-1,95.68K,-36.70%,0.00%,2.8,501 to 1000 Employees,1958,$25 to $50 million (USD),57,47
6734,TRTN [NYSE],Bermuda,Rental & Leasing Services,3.34B,12.42,551.48K,-8.40%,3.59%,3.6,201 to 500 Employees,1996,$25 to $50 million (USD),66,68
