,share_name_index,company_name,contry,Industry,Market_Cap,P_E,Avg_Volume,EPS_this_Y,EPS_next_Y,rating,rating_count,Headquarters,Global_Company_Size,Founded,Revenue,Recommend_to_friend,Approve_of_CEO
5425,PTLC [AMEX],Pacer Trendpilot US Large Cap ETF,USA,Exchange Traded Fund,-,-,131.10K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5426,PTMC [AMEX],Pacer Trendpilot US Mid Cap ETF,USA,Exchange Traded Fund,-,-,38.25K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5427,PTMN [NASD],Portman Ridge Finance Corporation,USA,Closed-End Fund - Debt,-,-,426.13K,-,-,2.4,,"New York, NY",1 to 50 Employees,null,$25 to $50 million (USD),0,0
5428,PTN [AMEX],"Palatin Technologies, Inc.",USA,Biotechnology,136.52M,-,1.86M,-158.00%,36.40%,4,,"Cranbury, NJ",1 to 50 Employees,null,$10 to $25 million (USD),100,-1
5429,PTNQ [AMEX],Pacer Trendpilot 100 ETF,USA,Exchange Traded Fund,-,-,59.54K,-,-,3.4,,"Beauchamp, France",1001 to 5000 Employees,null,$100 to $500 million (USD),79,70
5430,PTNR [NASD],Partner Communications Company Ltd.,Israel,Telecom Services,896.52M,246,3.66K,-20.10%,-,3.8,,"Tel Aviv-Yafo, Israel",1001 to 5000 Employees,null,Unknown / Non-Applicable,60,-1
5431,PTOCU [NASD],Pine Technology Acquisition Corp.,USA,Shell Companies,-,-,130.54K,-,-,-1,,"Aurora, OH",Unknown,null,Unknown / Non-Applicable,-1,-1
5432,PTON [NASD],"Peloton Interactive, Inc.",USA,Leisure,30.52B,-,13.36M,63.20%,-,4.2,,"New York, NY",1001 to 5000 Employees,2012,Unknown / Non-Applicable,81,90
5433,PTPI [NASD],"Petros Pharmaceuticals, Inc.",USA,Drug Manufacturers - Specialty & Generic,33.77M,-,191.27K,36.70%,-,5,,"Washington, DC",51 to 200 Employees,null,Unknown / Non-Applicable,100,-1
5434,PTR [NYSE],PetroChina Company Limited,China,Oil & Gas Integrated,132.42B,163.11,201.13K,-58.40%,20.18%,3.4,,"Beijing, China",10000+ Employees,null,$10+ billion (USD),58,73
5435,PTSI [NASD],"P.A.M. Transportation Services, Inc.",USA,Trucking,298.89M,213.96,7.28K,130.00%,-,2.8,,"Tontitown, AR",1001 to 5000 Employees,1986,$100 to $500 million (USD),21,22
5436,PTVE [NASD],Pactiv Evergreen Inc.,USA,Packaging & Containers,2.66B,-,274.86K,95.40%,60.09%,3.2,,"Lake Forest, IL",10000+ Employees,1965,$2 to $5 billion (USD),52,64
5437,PTY [NYSE],PIMCO Corporate & Income Opportunity Fund,USA,Closed-End Fund - Debt,2.15B,-,450.01K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5438,PUBM [NASD],"PubMatic, Inc.",USA,Software - Application,244.88M,8.3,1.00M,-30.40%,24.92%,4.3,,"Redwood City, CA",501 to 1000 Employees,2006,$50 to $100 million (USD),80,87
5439,PUCK [NASD],Goal Acquisitions Corp.,USA,Shell Companies,318.66M,8.57,115.30K,-,-,4.1,,"Santa Clara, CA",10000+ Employees,1968,$10+ billion (USD),85,96
5440,PUCKU [NASD],Goal Acquisitions Corp.,USA,Shell Companies,-,-,70.57K,-,-,4.1,,"Santa Clara, CA",10000+ Employees,1968,$10+ billion (USD),85,96
5441,PUI [NASD],Invesco DWA Utilities Momentum ETF,USA,Exchange Traded Fund,-,-,4.76K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5442,PUK [NYSE],Prudential plc,United Kingdom,Insurance - Life,51.60B,-,182.75K,8.50%,8.78%,3.6,,"London, United Kingdom",10000+ Employees,1848,$10+ billion (USD),65,86
5443,PULM [NASD],"Pulmatrix, Inc.",USA,Biotechnology,52.86M,-,940.91K,45.40%,-10.80%,3.4,,"Lexington, MA",1 to 50 Employees,null,Less than $1 million (USD),44,-1
5444,PULS [NYSE],PGIM Ultra Short Bond ETF,USA,Exchange Traded Fund,-,24.46,236.02K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5445,PUMP [NYSE],ProPetro Holding Corp.,USA,Oil & Gas Equipment & Services,1.04B,9.75,975.89K,-167.60%,186.70%,3.6,,"Midland, TX",501 to 1000 Employees,null,$100 to $500 million (USD),59,46
5446,PUTW [NYSE],WisdomTree CBOE S&P 500 PutWrite Strategy Fund,USA,Exchange Traded Fund,-,-,37.11K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5447,PUYI [NASD],Puyi Inc.,China,Asset Management,346.81M,-,49.98K,-,-,5,,"Guangzhou, China",201 to 500 Employees,null,Unknown / Non-Applicable,100,-1
5448,PV [NYSE],Primavera Capital Acquisition Corporation,Hong Kong,Shell Companies,402.41M,-,112.21K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5449,PVAC [NASD],Penn Virginia Corporation,USA,Oil & Gas E&P,340.01M,-,433.97K,-538.50%,46.89%,2.9,,"Houston, TX",51 to 200 Employees,1882,$500 million to $1 billion (USD),38,-1
5450,PVAL [NYSE],Putnam Focused Large Cap Value ETF,USA,Exchange Traded Fund,-,-,9.80K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5451,PVBC [NASD],"Provident Bancorp, Inc.",USA,Banks - Regional,296.92M,-,62.20K,10.50%,0.00%,3.1,,"Iselin, NJ",501 to 1000 Employees,1839,$100 to $500 million (USD),51,73
5452,PVG [NYSE],Pretium Resources Inc.,Canada,Gold,1.84B,19.49,1.20M,116.70%,733.30%,4.1,,,1 to 50 Employees,null,Unknown / Non-Applicable,100,-1
5453,"PVH [NYSE, S&P 500]",PVH Corp.,USA,Apparel Manufacturing,6.97B,16.94,972.13K,-385.30%,25.09%,4.1,,"New York, NY",10000+ Employees,1881,$5 to $10 billion (USD),78,83
5454,PVI [NYSE],Invesco VRDO Tax-Free ETF,USA,Exchange Traded Fund,-,-,4.30K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5455,PVL [NYSE],Permianville Royalty Trust,USA,Oil & Gas E&P,60.39M,19.56,134.64K,-47.20%,-,-1,-1,-1,-1,-1,-1,-1,-1
5456,PW [AMEX],Power REIT,USA,REIT - Diversified,124.43M,123.58,21.72K,169.10%,65.66%,-1,-1,-1,-1,-1,-1,-1,-1
5457,PWB [NYSE],Invesco Dynamic Large Cap Growth ETF,USA,Exchange Traded Fund,-,12.09,19.97K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5458,PWFL [NASD],"PowerFleet, Inc.",USA,Communication Equipment,252.90M,-,207.55K,22.10%,159.10%,2.3,,"Woodcliff Lake, NJ",501 to 1000 Employees,null,Unknown / Non-Applicable,24,-1
5459,PWOD [NASD],"Penns Woods Bancorp, Inc.",USA,Banks - Regional,167.84M,-,23.30K,-2.00%,-,3.1,,"Williamsport, PA",201 to 500 Employees,1934,$50 to $100 million (USD),71,100
5460,"PWR [NYSE, S&P 500]","Quanta Services, Inc.",USA,Engineering & Construction,11.91B,25.05,1.12M,12.60%,12.79%,3.2,,"Houston, TX",10000+ Employees,1997,$5 to $10 billion (USD),40,60
5461,PWS [AMEX],Pacer WealthShield ETF,USA,Exchange Traded Fund,-,17.28,11.18K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5462,PWV [NYSE],Invesco Dynamic Large Cap Value ETF,USA,Exchange Traded Fund,-,-,29.39K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5463,PWZ [NYSE],Invesco California AMT-Free Municipal Bond ETF,USA,Exchange Traded Fund,-,-,59.32K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5464,"PXD [NYSE, S&P 500]",Pioneer Natural Resources Company,USA,Oil & Gas E&P,37.83B,-,2.44M,-126.30%,41.15%,3.6,,"Irving, TX",1001 to 5000 Employees,1997,$5 to $10 billion (USD),61,84
5465,PXE [NYSE],Invesco Dynamic Energy Exploration & Production ETF,USA,Exchange Traded Fund,-,-,87.95K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5466,PXF [NYSE],Invesco FTSE RAFI Developed Markets ex-U.S. ETF,USA,Exchange Traded Fund,-,-,43.18K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5467,PXH [NYSE],Invesco FTSE RAFI Emerging Markets ETF,USA,Exchange Traded Fund,-,-,324.11K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5468,PXI [NASD],Invesco DWA Energy Momentum ETF,USA,Exchange Traded Fund,-,-,99.22K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5469,PXJ [NYSE],Invesco Dynamic Oil & Gas Services ETF,USA,Exchange Traded Fund,-,9.91,450.02K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5470,PXLW [NASD],"Pixelworks, Inc.",USA,Semiconductors,169.35M,-,819.56K,-171.70%,67.70%,3.3,,"San Jose, CA",51 to 200 Employees,1997,$50 to $100 million (USD),58,79
5471,PXQ [NYSE],Invesco Dynamic Networking ETF,USA,Exchange Traded Fund,-,-,1.76K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5472,PXS [NASD],Pyxis Tankers Inc.,Greece,Marine Shipping,32.66M,-,1.55M,17.70%,-,-1,-1,-1,-1,-1,-1,-1,-1
5473,PYN [NYSE],PIMCO New York Municipal Income Fund III,USA,Closed-End Fund - Debt,61.86M,-,7.59K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5474,PYPD [NASD],PolyPid Ltd.,Israel,Biotechnology,172.78M,-,30.65K,-420.40%,-0.90%,-1,-1,-1,-1,-1,-1,-1,-1
5475,PYPE [NYSE],UBS ETRACS NYSE Pickens Core Midstream Index ETN,USA,Exchange Traded Fund,-,-,0.39K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5476,"PYPL [NASD, S&P 500]","PayPal Holdings, Inc.",USA,Credit Services,330.47B,37.24,6.81M,71.00%,24.02%,4.1,,"San Jose, CA",10000+ Employees,1998,$10+ billion (USD),80,93
5477,PYR [NASD],PyroGenesis Canada Inc.,Canada,Specialty Industrial Machinery,1.04B,-,233.92K,-,-,4.6,,"Montreal, Canada",1 to 50 Employees,null,$5 to $10 million (USD),100,-1
5478,PYZ [NASD],Invesco DWA Basic Materials Momentum ETF,USA,Exchange Traded Fund,-,-,36.76K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5479,PZA [NYSE],Invesco National AMT-Free Municipal Bond ETF,USA,Exchange Traded Fund,-,-,347.74K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5480,PZC [NYSE],PIMCO California Municipal Income Fund III,USA,Closed-End Fund - Debt,255.14M,20.28,28.30K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5481,PZG [AMEX],Paramount Gold Nevada Corp.,USA,Gold,38.82M,-,151.04K,-1.00%,-20.00%,-1,-1,-1,-1,-1,-1,-1,-1
5482,PZN [NYSE],"Pzena Investment Management, Inc",USA,Asset Management,755.55M,-,73.43K,351.70%,-,4.6,,"New York, NY",51 to 200 Employees,1996,$50 to $100 million (USD),100,100
5483,PZT [NYSE],Invesco New York AMT-Free Municipal Bond ETF,USA,Exchange Traded Fund,-,-,10.97K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5484,PZZA [NASD],"Papa John's International, Inc.",USA,Restaurants,3.39B,14.16,398.97K,628.70%,11.46%,3.6,,"Louisville, KY",10000+ Employees,1984,$1 to $2 billion (USD),60,71
5485,QABA [NASD],First Trust NASDAQ ABA Community Bank Index Fund,USA,Exchange Traded Fund,-,-,20.59K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5486,QADA [NASD],QAD Inc.,USA,Software - Application,1.39B,-,45.83K,164.80%,7.83%,4.2,,"Santa Barbara, CA",1001 to 5000 Employees,1979,$100 to $500 million (USD),88,99
5487,QAI [NYSE],IQ Hedge Multi-Strategy Tracker ETF,USA,Exchange Traded Fund,-,-,106.39K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5488,QARP [NYSE],Xtrackers Russell 1000 US QARP ETF,USA,Exchange Traded Fund,-,53.75,3.40K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5489,QAT [NASD],iShares MSCI Qatar ETF,USA,Exchange Traded Fund,-,34.34,9.91K,-,-,4.1,,"New York, NY",10000+ Employees,1988,$10+ billion (USD),83,96
5490,QCLN [NASD],First Trust NASDAQ Clean Edge Green Energy Index Fund,USA,Exchange Traded Fund,-,-,495.16K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5491,"QCOM [NASD, S&P 500]",QUALCOMM Incorporated,USA,Semiconductors,149.58B,-,9.08M,25.80%,10.78%,4.1,,"San Diego, CA",10000+ Employees,1985,$10+ billion (USD),85,93
5492,QCRH [NASD],"QCR Holdings, Inc.",USA,Banks - Regional,733.38M,19.06,53.29K,5.60%,-7.23%,4.1,,"Moline, IL",201 to 500 Employees,1993,$100 to $500 million (USD),100,100
5493,QD [NYSE],Qudian Inc.,China,Credit Services,675.09M,15.46,3.99M,-67.80%,-19.26%,4,,"Beijing, China",Unknown,null,Unknown / Non-Applicable,-1,-1
5494,QDEC [AMEX],FT Cboe Vest Growth-100 Buffer ETF - December,USA,Exchange Traded Fund,-,10.97,18.08K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5495,QDEF [NYSE],FlexShares Quality Dividend Defensive Index Fund,USA,Exchange Traded Fund,-,9.86,31.19K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5496,QDEL [NASD],Quidel Corporation,USA,Diagnostics & Research,4.88B,5.54,843.39K,971.80%,-38.52%,3.5,,"San Diego, CA",1001 to 5000 Employees,1979,$100 to $500 million (USD),64,91
5497,QDF [NYSE],FlexShares Quality Dividend Index Fund,USA,Exchange Traded Fund,-,4.26,37.03K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5498,QED [NYSE],IQ Hedge Event-Driven Tracker ETF,USA,Exchange Traded Fund,-,-,7.83K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5499,QEFA [NYSE],SPDR MSCI EAFE StrategicFactors ETF,USA,Exchange Traded Fund,-,-,52.65K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5500,QELL [NASD],Qell Acquisition Corp.,USA,Shell Companies,472.45M,-,707.09K,-,-,4.1,,"Santa Clara, CA",10000+ Employees,1968,$10+ billion (USD),85,96
5501,QELLU [NASD],Qell Acquisition Corp.,USA,Shell Companies,-,-,18.28K,-,-,4.1,,"Santa Clara, CA",10000+ Employees,1968,$10+ billion (USD),85,96
5502,QEMM [NYSE],SPDR MSCI Emerging Markets StrategicFactors ETF,USA,Exchange Traded Fund,-,-,3.81K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5503,QFIN [NASD],"360 DigiTech, Inc.",China,Credit Services,6.34B,-,3.01M,37.20%,14.63%,-1,-1,-1,-1,-1,-1,-1,-1
5504,QFTA [NYSE],Quantum FinTech Acquisition Corporation,USA,Shell Companies,245.52M,-,38.57K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5505,QGEN [NYSE],QIAGEN N.V.,Netherlands,Diagnostics & Research,10.84B,-,700.59K,938.90%,-8.53%,3.8,,"Germantown, MD",1001 to 5000 Employees,1984,$1 to $2 billion (USD),72,75
5506,QGRO [NYSE],American Century U.S. Quality Growth ETF,USA,Exchange Traded Fund,-,9.22,8.93K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5507,QH [NASD],Quhuo Limited,China,Software - Application,199.84M,7.66,54.56K,-175.00%,114.30%,-1,,"Beijing, China",Unknown,null,Unknown / Non-Applicable,-1,-1
5508,QID [NYSE],ProShares UltraShort QQQ,USA,Exchange Traded Fund,-,-,7.21M,-,-,3.2,,"Bethesda, MD",51 to 200 Employees,2006,$1 to $5 million (USD),40,48
5509,QINT [NYSE],American Century Quality Diversified International ETF,USA,Exchange Traded Fund,-,-,11.16K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5510,QIWI [NASD],QIWI plc,Cyprus,Credit Services,688.29M,4.65,277.83K,18.50%,-1.10%,4.5,,"Moscow, Russia",501 to 1000 Employees,null,$5 to $10 billion (USD),97,100
5511,QK [NASD],Q&K International Group Limited,China,Real Estate Services,65.98M,6.29,500.53K,-100.60%,-,3,,"Shanghai, China",1001 to 5000 Employees,null,Unknown / Non-Applicable,-1,-1
5512,QLC [AMEX],FlexShares US Quality Large Cap Index Fund,USA,Exchange Traded Fund,-,-,6.16K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5513,QLD [NYSE],ProShares Ultra QQQ,USA,Exchange Traded Fund,-,-,3.20M,-,-,3.2,,"Bethesda, MD",51 to 200 Employees,2006,$1 to $5 million (USD),40,48
5514,QLGN [NASD],"Qualigen Therapeutics, Inc.",USA,Biotechnology,54.29M,-,702.64K,95.80%,4.80%,-1,-1,-1,-1,-1,-1,-1,-1
5515,QLI [NASD],Qilian International Holding Group Limited,China,Drug Manufacturers - Specialty & Generic,162.77M,-,77.05K,-5.00%,-,-1,-1,-1,-1,-1,-1,-1,-1
5516,QLS [NYSE],IQ Hedge Long/Short Tracker ETF,USA,Exchange Traded Fund,-,-,68.30K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5517,QLTA [NYSE],iShares Aaa - A Rated Corporate Bond ETF,USA,Exchange Traded Fund,-,-,246.26K,-,-,4.1,,"New York, NY",10000+ Employees,1988,$10+ billion (USD),83,96
5518,QLV [NYSE],FlexShares US Quality Low Volatility Index Fund,USA,Exchange Traded Fund,-,-,8.95K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5519,QLVD [NYSE],FlexShares Developed Markets ex-US Quality Low Volatility Index Fund,USA,Exchange Traded Fund,-,-,3.97K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5520,QLVE [NYSE],FlexShares Emerging Markets Quality Low Volatility Index Fund,USA,Exchange Traded Fund,-,-,1.66K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5521,QLYS [NASD],"Qualys, Inc.",USA,Software - Infrastructure,4.15B,-,395.47K,33.80%,8.11%,3.6,,"Foster City, CA",501 to 1000 Employees,1999,$100 to $500 million (USD),73,82
5522,QMAR [AMEX],FT Cboe Vest Growth-100 Buffer ETF - March,USA,Exchange Traded Fund,-,59.06,23.37K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5523,QMCO [NASD],Quantum Corporation,USA,Computer Hardware,414.83M,36.11,420.75K,-497.10%,95.70%,3.7,,"San Jose, CA",501 to 1000 Employees,1980,$100 to $500 million (USD),62,71
5524,QMN [NYSE],IQ Hedge Market Neutral Tracker ETF,USA,Exchange Traded Fund,-,-,1.99K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5525,QMOM [AMEX],Alpha Architect U.S. Quantitative Momentum ETF,USA,Exchange Traded Fund,-,-,15.62K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5526,QNST [NASD],"QuinStreet, Inc.",USA,Advertising Agencies,959.72M,-,291.53K,-71.40%,11.57%,3.7,,"Foster City, CA",501 to 1000 Employees,1999,$500 million to $1 billion (USD),77,89
5527,QPX [NYSE],AdvisorShares Q Dynamic Growth ETF,USA,Exchange Traded Fund,-,20.93,15.25K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5528,QQEW [NASD],First Trust NASDAQ-100 Equal Weighted Index Fund,USA,Exchange Traded Fund,-,-,70.80K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5529,QQH [NYSE],HCM Defender 100 Index ETF,USA,Exchange Traded Fund,-,-,18.05K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5530,QQQ [NASD],Invesco QQQ Trust,USA,Exchange Traded Fund,-,-,43.96M,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5531,QQQE [NYSE],Direxion NASDAQ-100 Equal Weighted Index Shares,USA,Exchange Traded Fund,-,-,56.85K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5532,QQQJ [NASD],Invesco NASDAQ Next Gen 100 ETF,USA,Exchange Traded Fund,-,-,474.26K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5533,QQQM [NASD],Invesco NASDAQ 100 ETF,USA,Exchange Traded Fund,-,-,114.02K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5534,QQQN [NASD],VictoryShares Nasdaq Next 50 ETF,USA,Exchange Traded Fund,-,-,40.55K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5535,QQQX [NASD],Nuveen Nasdaq 100 Dynamic Overwrite Fund,USA,Closed-End Fund - Equity,1.19B,-,112.39K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5536,QQXT [NASD],First Trust NASDAQ-100 Ex-Technology Sector Index Fund,USA,Exchange Traded Fund,-,-,4.11K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5537,QRFT [NYSE],QRAFT AI-Enhanced U.S. Large Cap ETF,USA,Exchange Traded Fund,-,-,5.04K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5538,QRHC [NASD],Quest Resource Holding Corporation,USA,Waste Management,123.45M,-,120.06K,80.00%,63.16%,2.7,,"The Colony, TX",51 to 200 Employees,2007,$100 to $500 million (USD),31,61
5539,QRTEA [NASD],"Qurate Retail, Inc.",USA,Internet Retail,5.17B,-,3.34M,365.90%,11.82%,3.7,,"West Chester, PA",10000+ Employees,null,Unknown / Non-Applicable,72,90
5540,QRTEB [NASD],"Qurate Retail, Inc.",USA,Internet Retail,380.94M,4.54,10.15K,-,-,3.7,,"West Chester, PA",10000+ Employees,null,Unknown / Non-Applicable,72,90
5541,QRTEP [NASD],"Qurate Retail, Inc.",USA,Internet Retail,-,-,30.17K,-,-,3.7,,"West Chester, PA",10000+ Employees,null,Unknown / Non-Applicable,72,90
5542,"QRVO [NASD, S&P 500]","Qorvo, Inc.",USA,Semiconductors,19.57B,-,1.10M,125.60%,9.17%,3.9,,"Greensboro, NC",10000+ Employees,2015,$2 to $5 billion (USD),80,83
5543,QS [NYSE],QuantumScape Corporation,USA,Auto Parts,10.84B,-,13.30M,92.20%,-5.90%,4.2,,"San Jose, CA",51 to 200 Employees,null,$10 to $25 million (USD),100,100
5544,QSR [NYSE],Restaurant Brands International Inc.,Canada,Restaurants,30.47B,27.49,1.19M,-32.40%,16.58%,3.7,,"Toronto, Canada",1001 to 5000 Employees,2014,$5 to $10 billion (USD),66,91
5545,QSY [NYSE],WisdomTree U.S. Quality Shareholder Yield Fund,USA,Exchange Traded Fund,-,14.1,3.14K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5546,QTEC [NASD],First Trust NASDAQ-100-Technology Sector Index Fund,USA,Exchange Traded Fund,-,-,172.17K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5547,QTNT [NASD],Quotient Limited,Switzerland,Diagnostics & Research,454.01M,-,537.96K,17.50%,17.80%,3.4,,"Mountain View, CA",501 to 1000 Employees,1998,$100 to $500 million (USD),68,76
5548,QTRX [NASD],Quanterix Corporation,USA,Medical Devices,2.36B,38.96,370.09K,34.50%,11.70%,3,,"Billerica, MA",201 to 500 Employees,2007,$50 to $100 million (USD),47,60
5549,QTS [NYSE],"QTS Realty Trust, Inc.",USA,REIT - Industrial,5.33B,21.39,1.32M,-446.00%,1400.00%,4.3,,"Overland Park, KS",501 to 1000 Employees,2005,$500 million to $1 billion (USD),88,94
5550,QTT [NASD],Qutoutiao Inc.,China,Internet Content & Information,581.32M,-,2.09M,60.20%,-,3.6,,"Pudong, China",1001 to 5000 Employees,null,Unknown / Non-Applicable,51,-1
5551,QTUM [NYSE],Defiance Quantum ETF,USA,Exchange Traded Fund,-,5.88,21.14K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5552,QTWO [NYSE],"Q2 Holdings, Inc.",USA,Software - Application,5.64B,-,517.93K,-72.40%,96.92%,3.6,,"Austin, TX",1001 to 5000 Employees,2004,$100 to $500 million (USD),62,77
5553,QUAD [NYSE],"Quad/Graphics, Inc.",USA,Specialty Business Services,181.25M,-,350.57K,-88.80%,-,3.4,,"Sussex, WI",10000+ Employees,1971,$2 to $5 billion (USD),55,72
5554,QUAL [AMEX],iShares MSCI USA Quality Factor ETF,USA,Exchange Traded Fund,-,-,989.27K,-,-,4.1,,"New York, NY",10000+ Employees,1988,$10+ billion (USD),83,96
5555,QUIK [NASD],QuickLogic Corporation,USA,Semiconductors,72.38M,202.93,121.13K,43.40%,91.90%,3.7,,"Sunnyvale, CA",51 to 200 Employees,1988,$10 to $25 million (USD),68,60
5556,QUMU [NASD],Qumu Corporation,USA,Software - Application,63.10M,-,101.96K,-9.00%,40.20%,4.1,,"Minneapolis, MN",51 to 200 Employees,2002,$25 to $50 million (USD),82,83
5557,QUOT [NYSE],Quotient Technology Inc.,USA,Advertising Agencies,998.27M,-,799.92K,-77.90%,116.70%,3.4,,"Mountain View, CA",501 to 1000 Employees,1998,$100 to $500 million (USD),68,76
5558,QURE [NASD],uniQure N.V.,Netherlands,Biotechnology,1.53B,-,433.05K,9.40%,-167.10%,2.8,,"Amsterdam, Netherlands",201 to 500 Employees,1998,$10 to $25 million (USD),28,54
5559,QUS [NYSE],SPDR MSCI USA StrategicFactors ETF,USA,Exchange Traded Fund,-,-,32.12K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5560,QVAL [AMEX],Alpha Architect U.S. Quantitative Value ETF,USA,Exchange Traded Fund,-,-,25.75K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5561,QYLD [NASD],Global X NASDAQ 100 Covered Call ETF,USA,Exchange Traded Fund,-,-,1.95M,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5562,QYLG [NASD],Global X Nasdaq 100 Covered Call & Growth ETF,USA,Exchange Traded Fund,-,-,8.24K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5563,R [NYSE],"Ryder System, Inc.",USA,Rental & Leasing Services,3.80B,-,516.02K,-132.90%,13.00%,3.5,,"Medley, FL",10000+ Employees,1933,$5 to $10 billion (USD),67,79
5564,RA [NYSE],Brookfield Real Assets Income Fund Inc.,USA,Asset Management,950.28M,-,308.11K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5565,RAACU [NASD],Revolution Acceleration Acquisition Corp,USA,Shell Companies,-,-,9.27K,-,-,-1,,"Washington, DC",Unknown,null,Unknown / Non-Applicable,-1,-1
5566,RAAS [NYSE],Cloopen Group Holding Limited,China,Software - Application,1.34B,77.09,1.21M,99.10%,50.00%,-1,,"Beijing, China",Unknown,null,Unknown / Non-Applicable,-1,-1
5567,RAAX [NYSE],VanEck Vectors Real Asset Allocation ETF,USA,Exchange Traded Fund,-,10.89,2.59K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5568,RACA [NASD],Therapeutics Acquisition Corp.,USA,Shell Companies,192.71M,-,159.77K,-,-,-1,-1,-1,-1,-1,-1,-1,-1
5569,RACB [NASD],Research Alliance Corp. II,USA,Shell Companies,186.60M,-,51.14K,-,-,-1,,"Weston, FL",1 to 50 Employees,null,$1 to $5 million (USD),-1,-1
5570,RACE [NYSE],Ferrari N.V.,Italy,Auto Manufacturers,36.98B,50.6,342.08K,29.10%,12.00%,-1,,"Trooz, Belgium",1 to 50 Employees,null,Unknown / Non-Applicable,-1,-1
5571,RAD [NYSE],Rite Aid Corporation,USA,Pharmaceutical Retailers,1.12B,35.67,2.02M,78.80%,-60.55%,3.2,,"Camp Hill, PA",10000+ Employees,1968,$10+ billion (USD),44,60
5572,RADA [NASD],RADA Electronic Industries Ltd.,Israel,Aerospace & Defense,612.32M,-,563.39K,352.10%,45.00%,4.7,,"Netanya, Israel",51 to 200 Employees,null,$25 to $50 million (USD),100,100
5573,RADI [NASD],"Radius Global Infrastructure, Inc.",USA,Telecom Services,924.13M,88.33,385.94K,58.30%,13.10%,0,,"Stendal, Germany",Unknown,null,Unknown / Non-Applicable,-1,-1
